1.037500	1.037500
2.163542	2.163542
3.217708	3.217708
4.308239	4.308239
5.399211	5.399211
6.503624	6.503624
7.642339	7.642339
8.802995	8.802995
9.854275	9.854275
10.879991	10.879991
11.883832	11.883832
12.903733	12.903733
13.915104	13.915104
14.935199	14.935199
16.019271	16.019271
17.163302	17.163302
18.175563	18.175563
19.211243	19.211243
20.237011	20.237011
21.243533	21.243533
22.260548	22.260548
23.289323	23.289323
24.374849	24.374849
25.425998	25.425998
26.451759	26.451759
27.465624	27.465624
28.458789	28.458789
29.439192	29.439192
30.441277	30.441277
31.460676	31.460676
32.440818	32.440818
33.441145	33.441145
34.451366	34.451366
35.440237	35.440237
36.422722	36.422722
37.399023	37.399023
38.399674	38.399674
39.397591	39.397591
40.403583	40.403583
41.384830	41.384830
42.369142	42.369142
43.427212	43.427212
44.431578	44.431578
45.445311	45.445311
46.443815	46.443815
47.449849	47.449849
48.447982	48.447982
49.462674	49.462674
50.465755	50.465755
51.485937	51.485937
52.507944	52.507944
53.515494	53.515494
54.520769	54.520769
55.517450	55.517450
56.525479	56.525479
57.559809	57.559809
58.552082	58.552082
59.595572	59.595572
60.577906	60.577906
61.539440	61.539440
62.516408	62.516408
63.502607	63.502607
64.574324	64.574324
65.645430	65.645430
66.657116	66.657116
67.637153	67.637153
68.626994	68.626994
69.627432	69.627432
70.606077	70.606077
71.616495	71.616495
72.623608	72.623608
73.625173	73.625173
74.624046	74.624046
75.623608	75.623608
76.625516	76.625516
77.654858	77.654858
78.666228	78.666228
79.673610	79.673610
80.682686	80.682686
81.666440	81.666440
82.666367	82.666367
83.671964	83.671964
84.676347	84.676347
85.689585	85.689585
86.678100	86.678100
87.651369	87.651369
88.604066	88.604066
89.670444	89.670444
90.682684	90.682684
91.686199	91.686199
92.705858	92.705858
93.723175	93.723175
94.735159	94.735159
95.740623	95.740623
96.743748	96.743748
97.750916	97.750916
98.742708	98.742708
99.750780	99.750780
100.753777	100.753777
101.790104	101.790104
102.790361	102.790361
103.800001	103.800001
104.798960	104.798960
105.821350	105.821350
106.836979	106.836979
107.825003	107.825003
108.816536	108.816536
109.810938	109.810938
110.816662	110.816662
111.802605	111.802605
112.770257	112.770257
113.753122	113.753122
114.729297	114.729297
115.752493	115.752493
116.754468	116.754468
117.786308	117.786308
118.787260	118.787260
119.796570	119.796570
120.806569	120.806569
121.830596	121.830596
122.844431	122.844431
123.831739	123.831739
124.830705	124.830705
125.824291	125.824291
126.848843	126.848843
127.796359	127.796359
128.766843	128.766843
129.763891	129.763891
130.825650	130.825650
131.884949	131.884949
132.891663	132.891663
133.898138	133.898138
134.912842	134.912842
135.917694	135.917694
137.031590	137.031590
139.211209	139.211209
